,0,1,2,3,4,5,6,7,8,9,10
0,0.07748888727681585,0.002552575110295111,0.005105150220590222,0.01640941142332571,0.0008387032505255363,0.3190718887868888,0.9389829870014156,0.009088079026618555,0.030083920942763798,0.0068372547597190456,0.09572156663606664
1,0.07995235812480983,0.00451013302242517,0.0028700846506341995,0.027675816273972635,0.001025030232369357,0.18450544182648423,0.973778720750889,0.01021545129579301,0.03300597348229329,0.006867702556874691,0.09635284184271954
2,0.4375832128015537,0.02059215119066135,0.02059215119066135,0.3243263812529163,0.002574018898832669,0.15444113392996014,0.5148037797665338,0.051256953136234705,0.16885563976342308,0.028829011666925895,0.6177645357198406
3,0.17020072777183842,0.01489256368003586,0.0,0.04491408093979069,0.002292982026926156,0.3309458595563525,0.8982816187958138,0.02356216325091388,0.0796633961932077,0.013710614181620315,0.21275090971479801
4,0.06726096267287075,0.00602728107068582,0.004280243079182683,0.015723341923528228,0.0010045468451143034,0.17470379915031362,0.9783412752417563,0.008707237349651632,0.028039959763625336,0.0062019848698361335,0.08123726660489584
5,0.06907649624294823,0.0015542211654663352,0.003194787951236356,0.007771105827331677,0.000423093539488058,0.3108442330932671,0.9411672613101697,0.00854882082940697,0.024953884267765052,0.003799207293362153,0.10965893778568032
6,0.049377827462651756,0.0049377827462651755,0.0017427468516230031,0.02033204660226837,0.0004066409320453674,0.15491083125537805,0.977874622299574,0.009608344308614824,0.033499467258975506,0.008423276449511182,0.12489685769964856
7,0.17068950581667114,0.0057635417548486355,0.00665024048636381,0.037684696089394926,0.0013078806289848828,0.4433493657575873,0.8423637949394159,0.022054414199611183,0.07293097066712312,0.010418710095303303,0.23940865750909718
8,0.31341557111837687,0.027067708414768913,0.0009497441549041725,0.0997231362649381,0.005461028890698992,0.2849232464712517,0.7597953239233379,0.0473229020064102,0.16050676217880513,0.03276617334419395,0.4511284735794819
9,0.16633653920294364,0.016633653920294367,0.0,0.07560751781951984,0.002898288183081594,0.5292526247366389,0.7812776841350383,0.02510900464280314,0.08694864549244782,0.015877578742099167,0.25958581118035146
10,0.13423988521579502,0.0111551453911717,0.0,0.04159545739080973,0.001474748034765072,0.49158267825502405,0.8319091478161945,0.018816650502037117,0.0646620292166224,0.012856777738977553,0.2041958817367023
11,0.07255473277259193,0.006029196103637922,0.0002043795289368787,0.02350364582774105,0.0008379560686412026,0.24525543472425446,0.9605837860033299,0.010192815867140015,0.036277366386295966,0.005416057516827286,0.09912407153438617
12,0.07875612666471135,0.00496506015929702,0.0017120897101024208,0.025681345651536312,0.0006933963325914805,0.12840672825768157,0.984451583308892,0.00854332765341108,0.027650248818154095,0.005050664644802141,0.081324261229865
13,0.08439401530869424,0.005441193092271076,0.003664476980509092,0.02109850382717356,0.0008217312016899177,0.2998208438598348,0.9438804343735541,0.011071828539958774,0.037866262131927286,0.006440595905137191,0.0999402812866116
14,0.1087640605695752,0.006153756058541755,0.004150207574365369,0.030053227262645782,0.0010733295450944921,0.271910151423938,0.9445299996831531,0.01427070341036434,0.04865760604428364,0.009159078784806332,0.135955075711969
15,0.4729584593499715,0.018507070148477148,0.01747889958467286,0.08225364510434288,0.003187328747793286,0.2570426409510715,0.6169023382825716,0.05123733779134089,0.16450729020868576,0.03444371388744358,0.5397895459972502
16,0.07443350483964185,0.006831568252405486,0.00020392741051956673,0.022432015157152343,0.0007341386778704403,0.31608748630532846,0.938066088390007,0.01015211827789559,0.033851950146248075,0.00693353195766527,0.11283983382082725
17,0.19124876304003446,0.03021176111791849,0.0016630327220872561,0.05820614527305397,0.0016907499341220437,0.33260654441745124,0.8592335730784157,0.027573082532206708,0.09728741424210448,0.01191840117495867,0.3159762171965787
18,0.11577730004012511,0.007987168167325087,0.0008793212661275324,0.0586214177418355,0.001275015835884922,0.3956945697573896,0.8939766205629913,0.01460406069493477,0.04924199090314182,0.009819087471757446,0.15681229245940995
19,0.09894609853635036,0.0034464371400301807,0.006336997321990977,0.02223507832277536,0.0012340468469140325,0.2890560181960797,0.9449908287179528,0.011085298297819656,0.03624317766612384,0.005892295755535471,0.10784012986546049
20,0.3137452081043083,0.015072073722657947,0.01937838050056022,0.08920206897083274,0.0022146720572068825,0.3075933412787336,0.7997426873247074,0.030660904258664166,0.09719949584407983,0.02399228061974122,0.38449167659841704
21,0.15898633057567416,0.007066059136696629,0.007596013571948876,0.04239635482017977,0.0012012300532384269,0.5122892874105056,0.8125968007201123,0.017564456499043646,0.056528473093573034,0.010599088705044942,0.21551480366924716
22,0.2546277629427537,0.009205772967930325,0.009597507987842254,0.08422302928106468,0.0016648738346256972,0.11752050597357862,0.9205772967930326,0.01962788317268719,0.06463627828546824,0.013318990677005578,0.24875173764407474
23,0.32542730933367253,0.01697881613914813,0.011790844541075091,0.11319210759432087,0.004622011060101436,0.2358168908215018,0.7546140506288058,0.046993590002908876,0.16082711954026424,0.028298026898580218,0.4763501194594336
24,0.10164313127012152,0.00784104155512366,0.0,0.030492939381036456,0.0011471153386199428,0.5662974456478199,0.798624602836669,0.014456557356076141,0.049224316429387426,0.012197175752414581,0.16553309949705505
